main_uniprot_id,total_rows_from_main,original_rows,augmented_rows,unique_augmented_uniprot_ids
P26885,1,1,0,0
P26951,1,1,0,0
P27169,1,1,0,0
P28069,1,1,0,0
P28223,1,1,0,0
P28358,1,1,0,0
P28476,1,1,0,0
P28845,1,1,0,0
P29083,1,1,0,0
P29590,1,1,0,0
P30084,1,1,0,0
P30154,1,1,0,0
P30511,1,1,0,0
P30520,1,1,0,0
P30536,1,1,0,0
P30793,1,1,0,0
P30989,1,1,0,0
P31150,1,1,0,0
P31153,1,1,0,0
P31273,1,1,0,0
P31513,1,1,0,0
P32189,1,1,0,0
P32243,1,1,0,0
P32745,1,1,0,0
P32754,1,1,0,0
P34130,1,1,0,0
P35243,1,1,0,0
P35348,1,1,0,0
P35367,1,1,0,0
P35555,1,1,0,0
P35556,1,1,0,0
P35610,1,1,0,0
P35789,1,1,0,0
P36402,1,1,0,0
P36406,1,1,0,0
P36575,1,1,0,0
P36639,1,1,0,0
P36873,1,1,0,0
P36955,1,1,0,0
P37268,1,1,0,0
P39656,1,1,0,0
P40394,1,1,0,0
P40426,1,1,0,0
P40937,1,1,0,0
P41145,1,1,0,0
P41161,1,1,0,0
P41229,1,1,0,0
P41240,1,1,0,0
P41250,1,1,0,0
P42127,1,1,0,0
P42768,1,1,0,0
P42830,1,1,0,0
P43119,1,1,0,0
P43155,1,1,0,0
P43357,1,1,0,0
P43626,1,1,0,0
P45378,1,1,0,0
P45973,1,1,0,0
P46439,1,1,0,0
P46777,1,1,0,0
P47895,1,1,0,0
P47901,1,1,0,0
P47902,1,1,0,0
P48039,1,1,0,0
P48146,1,1,0,0
P48547,1,1,0,0
P48551,1,1,0,0
P48735,1,1,0,0
P48736,1,1,0,0
P49238,1,1,0,0
P49418,1,1,0,0
P49642,1,1,0,0
P49748,1,1,0,0
P49750,1,1,0,0
P49792,1,1,0,0
P50225,1,1,0,0
P50458,1,1,0,0
P50583,1,1,0,0
P51149,1,1,0,0
P51582,1,1,0,0
P51587,1,1,0,0
P51589,1,1,0,0
P51617,1,1,0,0
P51677,1,1,0,0
P51812,1,1,0,0
P51816,1,1,0,0
P51843,1,1,0,0
P51946,1,1,0,0
P52566,1,1,0,0
P52655,1,1,0,0
P52747,1,1,0,0
P52823,1,1,0,0
P52888,1,1,0,0
P53004,1,1,0,0
P53365,1,1,0,0
P53539,1,1,0,0
P53779,1,1,0,0
P53816,1,1,0,0
P54756,1,1,0,0
P54760,1,1,0,0
P54819,1,1,0,0
P54886,1,1,0,0
P54922,1,1,0,0
P55201,1,1,0,0
P55287,1,1,0,0
P55344,1,1,0,0
P57073,1,1,0,0
P57078,1,1,0,0
P57740,1,1,0,0
P59103,1,1,0,0
P60014,1,1,0,0
P60981,1,1,0,0
P61218,1,1,0,0
P61647,1,1,0,0
P61764,1,1,0,0
P62079,1,1,0,0
P62380,1,1,0,0
P62854,1,1,0,0
P62877,1,1,0,0
P62942,1,1,0,0
P68431,5,5,0,0
P78330,1,1,0,0
P81605,1,1,0,0
P82279,1,1,0,0
P82930,1,1,0,0
P83105,1,1,0,0
P84074,1,1,0,0
P84085,1,1,0,0
P98066,1,1,0,0
P98073,1,1,0,0
P98153,1,1,0,0
P98171,1,1,0,0
P98187,1,1,0,0
Q01449,1,1,0,0
Q01453,1,1,0,0
Q01484,1,1,0,0
Q01726,1,1,0,0
Q02535,1,1,0,0
Q03113,1,1,0,0
Q03431,1,1,0,0
Q04726,1,1,0,0
Q04844,1,1,0,0
Q05193,1,1,0,0
Q06643,1,1,0,0
Q06945,1,1,0,0
Q07011,1,1,0,0
Q07343,1,1,0,0
Q07627,1,1,0,0
Q08174,1,1,0,0
Q08499,1,1,0,0
Q08629,1,1,0,0
Q08752,1,1,0,0
Q08999,1,1,0,0
Q0GE19,1,1,0,0
Q0JRZ9,1,1,0,0
Q0WX57,1,1,0,0
Q12797,1,1,0,0
Q12893,1,1,0,0
Q12955,1,1,0,0
Q12981,1,1,0,0
Q12982,1,1,0,0
Q13017,1,1,0,0
Q13114,1,1,0,0
Q13117,1,1,0,0
Q13133,1,1,0,0
Q13151,1,1,0,0
Q13241,1,1,0,0
Q13243,1,1,0,0
Q13286,1,1,0,0
Q13360,1,1,0,0
Q13402,1,1,0,0
Q13422,1,1,0,0
Q13522,1,1,0,0
Q13621,1,1,0,0
Q13813,1,1,0,0
Q13888,1,1,0,0
Q14012,1,1,0,0
Q14129,1,1,0,0
Q14137,1,1,0,0
Q14209,1,1,0,0
Q14210,1,1,0,0
Q14353,1,1,0,0
Q14442,1,1,0,0
Q14444,1,1,0,0
Q14517,1,1,0,0
Q14643,1,1,0,0
Q14679,1,1,0,0
Q14694,1,1,0,0
Q14696,1,1,0,0
Q14749,1,1,0,0
Q14938,1,1,0,0
Q14956,1,1,0,0
Q14973,1,1,0,0
Q14995,1,1,0,0
Q14999,1,1,0,0
Q15042,1,1,0,0
Q15059,1,1,0,0
Q15078,1,1,0,0
Q15113,1,1,0,0
Q15326,1,1,0,0
Q15334,1,1,0,0
Q15361,1,1,0,0
Q15366,1,1,0,0
Q15561,1,1,0,0
Q15562,1,1,0,0
Q15583,1,1,0,0
Q15599,1,1,0,0
Q15645,1,1,0,0
Q15652,1,1,0,0
Q15653,1,1,0,0
Q15699,1,1,0,0
Q15743,1,1,0,0
Q15776,1,1,0,0
Q15785,1,1,0,0
Q15822,1,1,0,0
Q15911,1,1,0,0
Q16533,1,1,0,0
Q16558,1,1,0,0
Q16563,1,1,0,0
Q16594,1,1,0,0
Q16625,1,1,0,0
Q16695,2,2,0,0
Q16740,1,1,0,0
Q16763,1,1,0,0
Q16773,1,1,0,0
Q16777,1,1,0,0
Q16778,1,1,0,0
Q16787,1,1,0,0
Q16827,1,1,0,0
Q16854,1,1,0,0
Q16878,1,1,0,0
Q1MX18,1,1,0,0
Q330K2,1,1,0,0
Q3KNW5,1,1,0,0
Q3KP66,1,1,0,0
Q3L8U1,1,1,0,0
Q3SXR2,1,1,0,0
Q3SXY8,1,1,0,0
Q3SY56,1,1,0,0
Q3SY69,1,1,0,0
Q3SY84,1,1,0,0
Q3YEC7,1,1,0,0
Q460N3,1,1,0,0
Q495A1,1,1,0,0
Q495M9,1,1,0,0
Q4L180,1,1,0,0
Q4LE39,1,1,0,0
Q53FV1,1,1,0,0
Q53GG5,1,1,0,0
Q53H96,1,1,0,0
Q5BJF6,1,1,0,0
Q5C9Z4,1,1,0,0
Q5F1R6,1,1,0,0
Q5GLZ8,1,1,0,0
Q5H9S7,1,1,0,0
Q5JRA6,1,1,0,0
Q5JST6,1,1,0,0
Q5SQQ9,1,1,0,0
Q5SRE7,1,1,0,0
Q5SXM2,1,1,0,0
Q5T2R2,1,1,0,0
Q5T440,1,1,0,0
Q5T9G4,1,1,0,0
Q5TB30,1,1,0,0
Q5TBA9,1,1,0,0
Q5TC82,1,1,0,0
Q5TDH0,1,1,0,0
Q5U5X0,1,1,0,0
Q5VT99,1,1,0,0
Q5VUG0,1,1,0,0
Q5VXU9,1,1,0,0
Q5VY43,1,1,0,0
Q5VYS8,1,1,0,0
Q5VZY2,1,1,0,0
Q5XKL5,1,1,0,0
Q684P5,1,1,0,0
Q68CP9,1,1,0,0
Q695T7,1,1,0,0
Q6GTX8,1,1,0,0
Q6ICL3,1,1,0,0
Q6IE81,1,1,0,0
Q6KB66,1,1,0,0
Q6KC79,1,1,0,0
Q6N043,1,1,0,0
Q6N075,1,1,0,0
Q6NUK1,1,1,0,0
Q6NUN9,1,1,0,0
Q6P087,1,1,0,0
Q6P9G9,1,1,0,0
Q6PF18,1,1,0,0
Q6PI26,1,1,0,0
Q6PKX4,1,1,0,0
Q6Q759,1,1,0,0
Q6QHK4,1,1,0,0
Q6SJ93,1,1,0,0
Q6SPF0,1,1,0,0
Q6TFL4,1,1,0,0
Q6UX06,1,1,0,0
Q6UXD5,1,1,0,0
Q6UXH1,1,1,0,0
Q6UXV0,1,1,0,0
Q6UXX9,1,1,0,0
Q6W2J9,1,1,0,0
Q6Y1H2,1,1,0,0
Q6ZMJ4,1,1,0,0
Q6ZN55,1,1,0,0
Q6ZP82,1,1,0,0
Q6ZR08,1,1,0,0
Q6ZRS2,1,1,0,0
Q6ZT62,1,1,0,0
Q6ZU80,1,1,0,0
Q6ZUM4,1,1,0,0
Q70Z44,1,1,0,0
Q76MJ5,1,1,0,0
Q7L014,1,1,0,0
Q7L5D6,1,1,0,0
Q7RTS1,1,1,0,0
Q7RTX7,1,1,0,0
Q7Z3K6,1,1,0,0
Q7Z3Z0,1,1,0,0
Q7Z434,1,1,0,0
Q7Z4L5,1,1,0,0
Q7Z4S6,1,1,0,0
Q7Z4V5,1,1,0,0
Q7Z614,1,1,0,0
Q7Z6K1,1,1,0,0
Q7Z6K5,1,1,0,0
Q7Z7B1,1,1,0,0
Q86SJ2,1,1,0,0
Q86T13,1,1,0,0
Q86TG1,1,1,0,0
Q86U90,1,1,0,0
Q86UN3,1,1,0,0
Q86UP3,1,1,0,0
Q86UT5,1,1,0,0
Q86UU5,1,1,0,0
Q86V20,1,1,0,0
Q86VF5,1,1,0,0
Q86VF7,1,1,0,0
Q86VP3,1,1,0,0
Q86WA9,1,1,0,0
Q86WU2,1,1,0,0
Q86WX3,1,1,0,0
Q86X95,1,1,0,0
Q86XF7,1,1,0,0
Q86XP0,1,1,0,0
Q86XX4,1,1,0,0
Q86Y56,1,1,0,0
Q86YA3,1,1,0,0
Q86YT5,1,1,0,0
Q8IU57,1,1,0,0
Q8IUC6,1,1,0,0
Q8IUG5,1,1,0,0
Q8IUQ0,1,1,0,0
Q8IV01,1,1,0,0
Q8IV08,1,1,0,0
Q8IV48,1,1,0,0
Q8IV76,1,1,0,0
Q8IVH8,1,1,0,0
Q8IW00,1,1,0,0
Q8IW40,1,1,0,0
Q8IWE4,1,1,0,0
Q8IWL1,1,1,0,0
Q8IWS0,1,1,0,0
Q8IWU4,1,1,0,0
Q8IWZ4,1,1,0,0
Q8IWZ8,1,1,0,0
Q8IXM3,1,1,0,0
Q8IY37,1,1,0,0
Q8IYJ2,1,1,0,0
Q8IYV9,1,1,0,0
Q8IZF6,1,1,0,0
Q8N119,1,1,0,0
Q8N1A0,1,1,0,0
Q8N1G1,1,1,0,0
Q8N1Q8,1,1,0,0
Q8N2M8,1,1,0,0
Q8N2Z9,1,1,0,0
Q8N371,1,1,0,0
Q8N386,1,1,0,0
Q8N3J5,1,1,0,0
Q8N3K9,1,1,0,0
Q8N3Z6,1,1,0,0
Q8N474,1,1,0,0
Q8N4L2,1,1,0,0
Q8N511,1,1,0,0
Q8N539,1,1,0,0
Q8N635,1,1,0,0
Q8N697,1,1,0,0
Q8N6G6,1,1,0,0
Q8N6S4,1,1,0,0
Q8N8R3,1,1,0,0
Q8N9B5,1,1,0,0
Q8NAN2,1,1,0,0
Q8NB14,1,1,0,0
Q8NBJ5,1,1,0,0
Q8NBS3,1,1,0,0
Q8NBT2,1,1,0,0
Q8NC67,1,1,0,0
Q8NCW6,1,1,0,0
Q8NDH3,1,1,0,0
Q8NDV7,1,1,0,0
Q8NDW8,1,1,0,0
Q8NDX5,1,1,0,0
Q8NEM8,1,1,0,0
Q8NF37,1,1,0,0
Q8NF50,1,1,0,0
Q8NFT8,1,1,0,0
Q8NG27,1,1,0,0
Q8TAA9,1,1,0,0
Q8TAD2,1,1,0,0
Q8TAM2,1,1,0,0
Q8TB72,1,1,0,0
Q8TBM8,1,1,0,0
Q8TBZ8,1,1,0,0
Q8TC29,1,1,0,0
Q8TC41,1,1,0,0
Q8TD10,1,1,0,0
Q8TD17,1,1,0,0
Q8TDU9,1,1,0,0
Q8TE57,1,1,0,0
Q8TE73,1,1,0,0
Q8TE77,1,1,0,0
Q8TEC5,1,1,0,0
Q8TEP8,1,1,0,0
Q8TER0,1,1,0,0
Q8WTP8,1,1,0,0
Q8WTR7,1,1,0,0
Q8WTW4,1,1,0,0
Q8WUA4,1,1,0,0
Q8WUM0,1,1,0,0
Q8WVJ9,1,1,0,0
Q8WW12,1,1,0,0
Q8WWB7,1,1,0,0
Q8WWL7,1,1,0,0
Q8WWN8,1,1,0,0
Q8WWQ0,1,1,0,0
Q8WWQ8,1,1,0,0
Q8WWU5,1,1,0,0
Q8WWZ1,1,1,0,0
Q8WWZ3,1,1,0,0
Q8WXF8,1,1,0,0
Q8WXI2,1,1,0,0
Q8WXI4,1,1,0,0
Q8WXS3,1,1,0,0
Q8WYK2,1,1,0,0
Q92504,1,1,0,0
Q92526,1,1,0,0
Q92536,1,1,0,0
Q92551,1,1,0,0
Q92562,1,1,0,0
Q92604,1,1,0,0
Q92611,1,1,0,0
Q92636,1,1,0,0
Q92786,1,1,0,0
Q92831,1,1,0,0
Q92833,1,1,0,0
Q92874,1,1,0,0
Q92879,1,1,0,0
Q92889,1,1,0,0
Q92932,1,1,0,0
Q92952,1,1,0,0
Q93099,1,1,0,0
Q969M3,1,1,0,0
Q969V3,1,1,0,0
Q969X2,1,1,0,0
Q96AV8,1,1,0,0
Q96BW1,1,1,0,0
Q96BZ4,1,1,0,0
Q96C92,1,1,0,0
Q96CD2,1,1,0,0
Q96CF2,1,1,0,0
Q96DA6,1,1,0,0
Q96DX5,1,1,0,0
Q96DZ5,1,1,0,0
Q96EG3,1,1,0,0
Q96EY5,1,1,0,0
Q96FC9,1,1,0,0
Q96FE7,1,1,0,0
Q96G01,1,1,0,0
Q96G79,1,1,0,0
Q96HB5,1,1,0,0
Q96HS1,1,1,0,0
Q96HW7,1,1,0,0
Q96IL0,1,1,0,0
Q96IV0,1,1,0,0
Q96JE7,1,1,0,0
Q96JE9,1,1,0,0
Q96JJ7,1,1,0,0
Q96JM2,1,1,0,0
Q96K19,1,1,0,0
Q96KB5,1,1,0,0
Q96KR4,1,1,0,0
Q96L73,1,1,0,0
Q96LA5,1,1,0,0
Q96LT9,1,1,0,0
Q96M61,1,1,0,0
Q96M86,1,1,0,0
Q96M91,1,1,0,0
Q96M94,1,1,0,0
Q96MU8,1,1,0,0
Q96MV8,1,1,0,0
Q96NB3,1,1,0,0
Q96NH3,1,1,0,0
Q96NT0,1,1,0,0
Q96NZ8,1,1,0,0
